before EdgeSort
14
14		82		747
15
2		78		745
16
72		75		741
17
14		64		740
18
42		60		735
19
17		69		730
20
31		2		729
21
8		81		728
22
76		16		728
23
56		90		720
24
92		54		720
25
100		87		717
26
39		13		716
27
29		67		716
28
19		13		715
29
42		53		708
30
67		72		707
31
1		8		705
32
64		83		704
33
47		85		703
34
67		65		701
35
97		9		697
36
61		12		694
37
44		20		694
38
56		58		694
39
6		86		694
40
66		48		690
41
1		36		688
42
46		14		685
43
42		43		684
44
53		30		683
45
6		84		681
46
77		5		680
47
11		48		679
48
52		30		674
49
20		15		674
50
10		85		674
51
61		90		672
52
13		100		671
53
90		6		668
54
100		9		666
55
45		9		664
56
97		40		663
57
86		59		661
58
94		17		660
59
31		81		653
60
98		66		647
61
29		35		646
62
99		78		645
63
26		4		644
64
16		10		642
65
61		86		642
66
18		5		641
67
25		77		640
68
80		5		638
69
45		67		628
70
92		63		628
71
95		67		622
72
33		90		621
73
90		89		621
74
49		55		613
75
30		51		613
76
13		31		608
77
50		26		608
78
79		35		608
79
28		9		607
80
5		31		602
81
8		20		600
82
94		75		594
83
47		24		592
84
25		28		586
85
87		26		581
86
67		6		575
87
85		4		573
88
5		60		568
89
89		36		566
90
44		73		565
91
53		50		556
92
66		51		555
93
48		58		555
94
69		36		554
95
70		17		552
96
22		45		549
97
20		22		546
98
19		58		543
99
48		35		542
100
1		53		541
101
50		87		541
102
97		34		540
103
43		34		536
104
72		88		533
105
30		99		527
106
71		93		525
107
50		25		511
108
92		100		508
109
86		4		508
110
92		61		506
111
90		100		506
112
48		42		506
113
88		98		506
114
49		37		505
115
26		68		505
116
53		73		504
117
83		82		502
118
27		12		499
119
52		54		499
120
19		64		487
121
21		42		487
122
98		72		482
123
16		21		479
124
3		27		478
125
57		14		478
126
78		5		474
127
61		34		463
128
61		8		462
129
94		6		458
130
22		25		450
131
8		80		446
132
24		25		439
133
75		10		439
134
24		89		433
135
1		10		428
136
63		99		427
137
73		45		420
138
60		44		419
139
68		53		415
140
93		34		413
141
37		75		411
142
37		48		410
143
17		15		408
144
5		6		407
145
46		49		406
146
7		31		405
147
8		66		404
148
58		34		402
149
47		75		401
150
83		63		400
151
93		99		398
152
38		52		396
153
96		47		396
154
21		51		396
155
74		44		388
156
70		67		386
157
66		38		383
158
16		34		380
159
76		7		379
160
75		95		377
161
88		46		376
162
62		87		376
163
71		48		373
164
33		20		372
165
72		53		370
166
79		98		367
167
59		46		363
168
87		37		357
169
21		72		356
170
97		65		348
171
78		33		347
172
13		29		346
173
19		82		345
174
42		51		344
175
11		40		339
176
94		79		334
177
36		94		331
178
43		27		329
179
58		63		323
180
38		78		322
181
67		31		321
182
85		34		321
183
50		20		318
184
13		96		317
185
70		62		308
186
34		24		302
187
73		4		301
188
12		25		301
189
34		11		300
190
37		4		300
191
78		22		297
192
66		10		297
193
7		81		295
194
99		52		281
195
65		3		276
196
30		18		269
197
97		11		265
198
57		13		264
199
99		72		264
200
5		75		262
201
16		44		260
202
22		63		259
203
9		59		258
204
100		56		249
205
17		21		236
206
30		96		229
207
81		16		224
208
62		43		221
209
44		18		218
210
62		9		214
211
49		82		214
212
44		61		214
213
62		51		213
214
29		43		208
215
75		56		202
216
36		2		201
217
72		9		199
218
38		30		198
219
38		53		197
220
17		84		190
221
24		40		189
222
13		79		186
223
57		28		183
224
18		71		181
225
96		49		178
226
97		2		175
227
50		54		172
228
93		41		168
229
12		13		167
230
52		79		166
231
9		6		164
232
94		18		164
233
58		96		161
234
57		95		160
235
100		54		160
236
86		73		158
237
56		48		157
238
66		85		156
239
69		48		155
240
47		68		154
241
76		80		153
242
1		51		152
243
23		85		152
244
52		90		151
245
7		100		151
246
100		52		150
247
50		7		150
248
80		23		145
249
100		84		141
250
54		16		140
251
76		60		130
252
80		25		130
253
36		12		127
254
3		32		126
255
56		88		124
256
30		17		122
257
38		14		121
258
55		78		118
259
29		26		117
260
49		45		116
261
73		56		115
262
19		20		112
263
34		65		111
264
90		70		104
265
52		32		92
266
25		66		92
267
7		69		91
268
89		11		89
269
15		71		88
270
77		45		87
271
74		16		84
272
73		82		77
273
13		24		75
274
43		77		73
275
11		67		70
276
53		91		63
277
95		74		63
278
80		34		59
279
83		41		58
280
85		56		58
281
20		58		56
282
25		88		52
283
17		11		50
284
43		30		47
285
56		54		40
286
40		98		35
287
85		82		32
288
6		30		29
289
56		3		27
290
100		20		23
291
47		51		23
292
69		30		19
293
13		89		14
294
53		52		13
295
49		63		13
296
47		62		11
297
48		23		11
298
33		93		6
299
24		63		3
